title,brand,model,storage_raw,ram_raw,condition,warranty,district,posted_date,price_raw
Oppo Oppo A57 128GB,Oppo,Oppo A57,128GB,3GB RAM,Like New,No,Colombo,"Dec 24, 2025","Rs. 117,700"
Apple iPhone XR 256GB (Warranty),Apple,iPhone XR,256GB,12GB RAM,Used,Yes,Gampaha,3 weeks ago,"Rs. 144,400"
Samsung Galaxy S22 64GB,Samsung,Galaxy S22,64GB,8GB RAM,Used,No,Nuwara Eliya,3 weeks ago,"Rs. 83,200"
Apple iPhone SE 256GB (Warranty),Apple,iPhone SE,256GB,16GB RAM,Like New,Yes,Kandy,"Jan 23, 2026","Rs. 138,300"
Huawei Huawei P30 128GB (Warranty),Huawei,Huawei P30,128GB,4GB RAM,Like New,Yes,Colombo,3 days ago,"Rs. 218,400"
Huawei Huawei P30 Pro 32GB,Huawei,Huawei P30 Pro,32GB,2GB RAM,Like New,No,Puttalam,"Nov 24, 2025","Rs. 30,500"
Vivo Vivo Y21s 32GB (Warranty),Vivo,Vivo Y21s,32GB,3GB RAM,Used,Yes,Gampaha,5 days ago,"Rs. 57,100"
Huawei Huawei Nova 5T 64GB (Warranty),Huawei,Huawei Nova 5T,64GB,6GB RAM,Used,Yes,Galle,"Nov 24, 2025","Rs. 182,000"
Oppo Oppo Reno 5 64GB,Oppo,Oppo Reno 5,64GB,3GB RAM,Used,No,Colombo,"Aug 26, 2025","Rs. 24,000"
Motorola Moto E40 64GB (Warranty),Motorola,Moto E40,64GB,6GB RAM,Used,Yes,Galle,2 weeks ago,"Rs. 30,800"
Sony Sony Xperia 5 III 128GB,Sony,Sony Xperia 5 III,128GB,4GB RAM,Like New,No,Colombo,1 week ago,"Rs. 178,100"
Realme Realme GT Neo 2 64GB,Realme,Realme GT Neo 2,64GB,6GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 77,700"
Vivo Vivo Y53s 32GB,Vivo,Vivo Y53s,32GB,2GB RAM,Used,No,Mullaitivu,1 week ago,"Rs. 26,400"
Oppo Oppo A16 128GB,Oppo,Oppo A16,128GB,3GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 95,200"
Apple iPhone 13 Pro 256GB,Apple,iPhone 13 Pro,256GB,12GB RAM,Used,No,Ratnapura,2 weeks ago,"Rs. 189,300"
Xiaomi Poco X3 32GB,Xiaomi,Poco X3,32GB,2GB RAM,Like New,No,Gampaha,2 days ago,"Rs. 109,000"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,8GB RAM,Like New,No,Nuwara Eliya,5 days ago,"Rs. 37,200"
Samsung Galaxy A53 64GB,Samsung,Galaxy A53,64GB,6GB RAM,Used,No,Hambantota,1 week ago,"Rs. 249,100"
Huawei Huawei Mate 30 128GB,Huawei,Huawei Mate 30,128GB,4GB RAM,Like New,No,Kalutara,"Nov 24, 2025","Rs. 175,600"
Samsung Galaxy A23 128GB,Samsung,Galaxy A23,128GB,3GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 95,800"
Huawei Huawei Mate 30 128GB,Huawei,Huawei Mate 30,128GB,6GB RAM,Used,No,Gampaha,Today,"Rs. 88,500"
Huawei Huawei Mate 30 64GB (Warranty),Huawei,Huawei Mate 30,64GB,4GB RAM,Used,Yes,Kegalle,4 days ago,"Rs. 94,900"
Apple iPhone 14 128GB,Apple,iPhone 14,128GB,3GB RAM,Used,No,Gampaha,6 days ago,"Rs. 356,300"
Redmi Redmi 9A 128GB (Warranty),Redmi,Redmi 9A,128GB,6GB RAM,Used,Yes,Matara,1 week ago,"Rs. 20,200"
Vivo Vivo Y53s 512GB,Vivo,Vivo Y53s,512GB,8GB RAM,Used,No,Hambantota,"Dec 24, 2025","Rs. 102,300"
Apple iPhone 11 256GB,Apple,iPhone 11,256GB,12GB RAM,Like New,No,Monaragala,Yesterday,"Rs. 573,600"
Vivo Vivo Y33s 32GB,Vivo,Vivo Y33s,32GB,3GB RAM,New,No,Ratnapura,Today,"Rs. 114,000"
Nokia Nokia 5.4 256GB (Warranty),Nokia,Nokia 5.4,256GB,6GB RAM,New,Yes,Gampaha,Today,"Rs. 69,800"
Apple iPhone 13 256GB,Apple,iPhone 13,256GB,8GB RAM,Like New,No,Kandy,1 week ago,"Rs. 219,600"
Xiaomi Redmi 10C 128GB,Xiaomi,Redmi 10C,128GB,6GB RAM,New,No,Kurunegala,2 days ago,"Rs. 119,500"
Oneplus OnePlus 9 128GB,Oneplus,OnePlus 9,128GB,3GB RAM,Like New,No,Kurunegala,"Feb 22, 2025","Rs. 192,000"
Realme Realme 9 128GB (Warranty),Realme,Realme 9,128GB,4GB RAM,Like New,Yes,Gampaha,"Dec 24, 2025","Rs. 114,900"
Vivo Vivo Y33s 32GB,Vivo,Vivo Y33s,32GB,3GB RAM,Used,No,Gampaha,5 days ago,"Rs. 25,900"
Motorola Moto G60 256GB,Motorola,Moto G60,256GB,6GB RAM,Used,No,Gampaha,2 weeks ago,"Rs. 61,000"
Oppo Oppo A74 32GB,Oppo,Oppo A74,32GB,4GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 40,000"
Realme Realme C25 64GB (Warranty),Realme,Realme C25,64GB,6GB RAM,Used,Yes,Batticaloa,Yesterday,"Rs. 68,400"
Apple iPhone 12 128GB,Apple,iPhone 12,128GB,6GB RAM,Used,No,Gampaha,"Jan 23, 2026","Rs. 321,100"
Motorola Moto G62 128GB,Motorola,Moto G62,128GB,6GB RAM,Like New,No,Kandy,1 week ago,"Rs. 77,300"
Samsung Galaxy S23 128GB,Samsung,Galaxy S23,128GB,6GB RAM,Used,No,Kurunegala,"Dec 24, 2025","Rs. 224,100"
Huawei Huawei P30 Pro 64GB,Huawei,Huawei P30 Pro,64GB,4GB RAM,Used,No,Gampaha,"Feb 22, 2025","Rs. 124,600"
Xiaomi Redmi Note 12 128GB,Xiaomi,Redmi Note 12,128GB,4GB RAM,Used,No,Colombo,3 days ago,"Rs. 48,900"
Redmi Redmi 12 64GB,Redmi,Redmi 12,64GB,8GB RAM,Like New,No,Gampaha,"Feb 22, 2025","Rs. 89,500"
Realme Realme C30 64GB,Realme,Realme C30,64GB,4GB RAM,Used,No,Colombo,1 week ago,"Rs. 26,300"
Nokia Nokia 3.4 32GB (Warranty),Nokia,Nokia 3.4,32GB,2GB RAM,Used,Yes,Kalutara,3 weeks ago,"Rs. 19,600"
Oppo Oppo Reno 5 128GB (Warranty),Oppo,Oppo Reno 5,128GB,6GB RAM,Like New,Yes,Colombo,2 days ago,"Rs. 131,400"
Apple iPhone 14 256GB,Apple,iPhone 14,256GB,12GB RAM,Like New,No,Kalutara,Yesterday,"Rs. 368,600"
Samsung Galaxy A13 64GB,Samsung,Galaxy A13,64GB,4GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 107,000"
Apple iPhone 13 64GB,Apple,iPhone 13,64GB,3GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 189,100"
Realme Realme 8 64GB,Realme,Realme 8,64GB,8GB RAM,Used,No,Galle,2 days ago,"Rs. 70,100"
Samsung Galaxy M32 64GB,Samsung,Galaxy M32,64GB,6GB RAM,Like New,No,Gampaha,"Jan 23, 2026","Rs. 141,500"
Oneplus OnePlus 10 Pro 128GB (Warranty),Oneplus,OnePlus 10 Pro,128GB,3GB RAM,Used,Yes,Colombo,"Nov 24, 2025","Rs. 220,000"
Xiaomi Redmi 12C 128GB,Xiaomi,Redmi 12C,128GB,6GB RAM,New,No,Colombo,2 weeks ago,"Rs. 175,500"
Apple iPhone 15 128GB (Warranty),Apple,iPhone 15,128GB,3GB RAM,Like New,Yes,Kandy,Today,"Rs. 233,200"
Apple iPhone SE 128GB,Apple,iPhone SE,128GB,3GB RAM,Used,No,Kandy,"Dec 24, 2025","Rs. 333,500"
Samsung Galaxy S22 32GB,Samsung,Galaxy S22,32GB,2GB RAM,Used,No,Gampaha,Today,"Rs. 168,000"
Samsung Galaxy A32 128GB,Samsung,Galaxy A32,128GB,3GB RAM,Used,No,Nuwara Eliya,1 week ago,"Rs. 127,800"
Motorola Moto E40 32GB,Motorola,Moto E40,32GB,2GB RAM,Used,No,Jaffna,"Nov 24, 2025","Rs. 13,900"
Xiaomi Redmi Note 11 64GB,Xiaomi,Redmi Note 11,64GB,6GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 95,900"
Sony Sony Xperia 10 256GB,Sony,Sony Xperia 10,256GB,8GB RAM,New,No,Galle,"Nov 24, 2025","Rs. 223,100"
Apple iPhone XR 128GB (Warranty),Apple,iPhone XR,128GB,6GB RAM,Used,Yes,Trincomalee,1 week ago,"Rs. 308,000"
Oppo Oppo A92 32GB,Oppo,Oppo A92,32GB,2GB RAM,Like New,No,Gampaha,3 weeks ago,"Rs. 87,000"
Redmi Redmi 9A 64GB,Redmi,Redmi 9A,64GB,3GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 64,500"
Samsung Galaxy S22 128GB,Samsung,Galaxy S22,128GB,4GB RAM,Used,No,Ampara,3 days ago,"Rs. 232,600"
Xiaomi Redmi 10C 128GB (Warranty),Xiaomi,Redmi 10C,128GB,4GB RAM,Used,Yes,Mannar,"Dec 24, 2025","Rs. 88,700"
Other Itel A49 32GB,Other,Itel A49,32GB,3GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 31,300"
Xiaomi Redmi Note 12 512GB,Xiaomi,Redmi Note 12,512GB,6GB RAM,New,No,Kandy,6 days ago,"Rs. 251,700"
Nokia Nokia G20 64GB,Nokia,Nokia G20,64GB,4GB RAM,Used,No,Polonnaruwa,"Nov 24, 2025","Rs. 50,300"
Other Tecno Spark 8 32GB,Other,Tecno Spark 8,32GB,2GB RAM,New,No,Trincomalee,"Dec 24, 2025","Rs. 45,700"
Redmi Redmi 12 128GB,Redmi,Redmi 12,128GB,4GB RAM,Like New,No,Kandy,"Nov 24, 2025","Rs. 57,600"
Sony Sony Xperia 10 128GB (Warranty),Sony,Sony Xperia 10,128GB,3GB RAM,Like New,Yes,Badulla,"Dec 24, 2025","Rs. 50,200"
Samsung Galaxy A53 128GB,Samsung,Galaxy A53,128GB,6GB RAM,Used,No,Unknown,"Jan 23, 2026","Rs. 208,600"
Oneplus OnePlus Nord CE 256GB,Oneplus,OnePlus Nord CE,256GB,6GB RAM,Used,No,Kilinochchi,Today,"Rs. 174,800"
Xiaomi Poco X3 256GB (Warranty),Xiaomi,Poco X3,256GB,6GB RAM,Used,Yes,Colombo,"Aug 26, 2025","Rs. 135,800"
Samsung Galaxy A72 64GB,Samsung,Galaxy A72,64GB,3GB RAM,Used,No,Anuradhapura,2 weeks ago,"Rs. 80,400"
Oppo Oppo F19 128GB,Oppo,Oppo F19,128GB,4GB RAM,New,No,Kandy,"Feb 22, 2025","Rs. 25,400"
Apple iPhone XS Max 128GB,Apple,iPhone XS Max,128GB,4GB RAM,Used,No,Trincomalee,"Feb 22, 2025","Rs. 284,900"
Redmi Redmi 12 128GB,Redmi,Redmi 12,128GB,4GB RAM,Like New,No,Ampara,"Nov 24, 2025","Rs. 87,200"
Apple iPhone 14 Pro 256GB,Apple,iPhone 14 Pro,256GB,8GB RAM,Used,No,Colombo,3 days ago,"Rs. 194,300"
Apple iPhone 12 Pro 128GB,Apple,iPhone 12 Pro,128GB,6GB RAM,Used,No,Kandy,6 days ago,"Rs. 177,900"
Oppo Oppo Reno 5 256GB,Oppo,Oppo Reno 5,256GB,8GB RAM,Used,No,Gampaha,2 weeks ago,"Rs. 101,700"
Redmi Redmi 10 64GB,Redmi,Redmi 10,64GB,4GB RAM,Used,No,Gampaha,1 week ago,"Rs. 75,400"
Apple iPhone XS Max 128GB,Apple,iPhone XS Max,128GB,6GB RAM,Used,No,Batticaloa,2 days ago,"Rs. 297,600"
Samsung Galaxy A53 128GB,Samsung,Galaxy A53,128GB,3GB RAM,Used,No,Galle,"Aug 26, 2025","Rs. 136,200"
Huawei Huawei P30 Pro 256GB,Huawei,Huawei P30 Pro,256GB,8GB RAM,Used,No,Galle,2 weeks ago,"Rs. 184,700"
Huawei Huawei Nova 5T 256GB,Huawei,Huawei Nova 5T,256GB,6GB RAM,New,No,Gampaha,5 days ago,"Rs. 107,900"
Realme Realme 8 128GB (Warranty),Realme,Realme 8,128GB,4GB RAM,Used,Yes,Nuwara Eliya,"Nov 24, 2025","Rs. 76,000"
Samsung Galaxy A53 128GB (Warranty),Samsung,Galaxy A53,128GB,3GB RAM,Used,Yes,Galle,1 week ago,"Rs. 266,700"
Nokia Nokia G10 256GB,Nokia,Nokia G10,256GB,16GB RAM,Used,No,Gampaha,6 days ago,"Rs. 50,400"
Samsung Galaxy M32 128GB,Samsung,Galaxy M32,128GB,3GB RAM,New,No,Gampaha,"Dec 24, 2025","Rs. 288,700"
Sony Sony Xperia 10 128GB,Sony,Sony Xperia 10,128GB,3GB RAM,Used,No,Kurunegala,3 weeks ago,"Rs. 108,000"
Redmi Redmi 10 128GB,Redmi,Redmi 10,128GB,4GB RAM,Used,No,Kurunegala,"Jan 23, 2026","Rs. 35,400"
Apple iPhone 14 Pro 256GB (Warranty),Apple,iPhone 14 Pro,256GB,6GB RAM,Like New,Yes,Colombo,"Nov 24, 2025","Rs. 429,700"
Vivo Vivo Y75 64GB,Vivo,Vivo Y75,64GB,6GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 37,000"
Xiaomi Mi 11 Lite 64GB,Xiaomi,Mi 11 Lite,64GB,4GB RAM,Used,No,Mullaitivu,"Aug 26, 2025","Rs. 60,600"
Huawei Huawei P30 Pro 64GB,Huawei,Huawei P30 Pro,64GB,6GB RAM,Used,No,Polonnaruwa,1 week ago,"Rs. 141,300"
Realme Realme 9 128GB,Realme,Realme 9,128GB,6GB RAM,Used,No,Gampaha,3 weeks ago,"Rs. 21,000"
Xiaomi Redmi 10C 64GB,Xiaomi,Redmi 10C,64GB,3GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 53,400"
Xiaomi Redmi 12C 128GB,Xiaomi,Redmi 12C,128GB,6GB RAM,Like New,No,Vavuniya,3 weeks ago,"Rs. 160,600"
Samsung Galaxy S21 256GB,Samsung,Galaxy S21,256GB,8GB RAM,Used,No,Trincomalee,Today,"Rs. 308,200"
Apple iPhone 14 Pro 128GB (Warranty),Apple,iPhone 14 Pro,128GB,6GB RAM,New,Yes,Colombo,"Dec 24, 2025","Rs. 239,600"
Samsung Galaxy S21 128GB (Warranty),Samsung,Galaxy S21,128GB,4GB RAM,Used,Yes,Batticaloa,"Jan 23, 2026","Rs. 140,900"
Samsung Galaxy A32 64GB (Warranty),Samsung,Galaxy A32,64GB,4GB RAM,Used,Yes,Kandy,"Feb 22, 2025","Rs. 30,400"
Motorola Moto E40 64GB,Motorola,Moto E40,64GB,8GB RAM,Used,No,Colombo,1 week ago,"Rs. 41,300"
Huawei Huawei Y7a 64GB,Huawei,Huawei Y7a,64GB,3GB RAM,Like New,No,Trincomalee,2 weeks ago,"Rs. 56,900"
Apple iPhone 12 128GB,Apple,iPhone 12,128GB,4GB RAM,Used,No,Kurunegala,"Nov 24, 2025","Rs. 307,200"
Apple iPhone 12 256GB (Warranty),Apple,iPhone 12,256GB,8GB RAM,Like New,Yes,Gampaha,"Nov 24, 2025","Rs. 513,700"
Samsung Galaxy S21 128GB,Samsung,Galaxy S21,128GB,6GB RAM,Like New,No,Jaffna,Today,"Rs. 80,900"
Samsung Galaxy S22 256GB,Samsung,Galaxy S22,256GB,12GB RAM,Like New,No,Unknown,2 weeks ago,"Rs. 290,500"
Motorola Moto G62 128GB,Motorola,Moto G62,128GB,4GB RAM,Used,No,Jaffna,"Jan 23, 2026","Rs. 71,400"
Realme Realme Narzo 50 64GB,Realme,Realme Narzo 50,64GB,4GB RAM,Like New,No,Kandy,"Dec 24, 2025","Rs. 33,600"
Realme Realme C30 128GB,Realme,Realme C30,128GB,6GB RAM,Like New,No,Colombo,"Dec 24, 2025","Rs. 50,600"
Xiaomi Redmi Note 12 256GB,Xiaomi,Redmi Note 12,256GB,8GB RAM,Used,No,Kalutara,Today,"Rs. 69,300"
Redmi Redmi Note 9 128GB (Warranty),Redmi,Redmi Note 9,128GB,6GB RAM,Used,Yes,Kegalle,"Aug 26, 2025","Rs. 76,700"
Xiaomi Poco X3 128GB,Xiaomi,Poco X3,128GB,4GB RAM,Used,No,Ratnapura,"Nov 24, 2025","Rs. 94,600"
Samsung Galaxy S21 256GB,Samsung,Galaxy S21,256GB,8GB RAM,Used,No,Unknown,5 days ago,"Rs. 284,700"
Realme Realme 8 64GB (Warranty),Realme,Realme 8,64GB,6GB RAM,Used,Yes,Kalutara,2 weeks ago,"Rs. 65,800"
Huawei Huawei Nova 5T 64GB,Huawei,Huawei Nova 5T,64GB,6GB RAM,Used,No,Mannar,3 weeks ago,"Rs. 103,300"
Xiaomi Redmi 10C 128GB,Xiaomi,Redmi 10C,128GB,3GB RAM,Used,No,Jaffna,1 week ago,"Rs. 44,300"
Samsung Galaxy A72 128GB,Samsung,Galaxy A72,128GB,8GB RAM,Used,No,Kandy,"Feb 22, 2025","Rs. 44,900"
Samsung Galaxy A72 256GB,Samsung,Galaxy A72,256GB,8GB RAM,Like New,No,Unknown,Yesterday,"Rs. 269,600"
Oneplus OnePlus Nord CE 256GB (Warranty),Oneplus,OnePlus Nord CE,256GB,12GB RAM,Used,Yes,Colombo,Today,"Rs. 181,000"
Apple iPhone SE 256GB (Warranty),Apple,iPhone SE,256GB,6GB RAM,Like New,Yes,Anuradhapura,2 weeks ago,"Rs. 345,700"
Oneplus OnePlus 9R 256GB (Warranty),Oneplus,OnePlus 9R,256GB,12GB RAM,Used,Yes,Colombo,3 days ago,"Rs. 173,600"
Samsung Galaxy M12 128GB,Samsung,Galaxy M12,128GB,6GB RAM,Used,No,Colombo,Today,"Rs. 149,400"
Samsung Galaxy A23 128GB,Samsung,Galaxy A23,128GB,4GB RAM,Used,No,Colombo,"Aug 26, 2025","Rs. 45,100"
Other Tecno Pop 5 256GB (Warranty),Other,Tecno Pop 5,256GB,8GB RAM,Used,Yes,Kandy,"Nov 24, 2025","Rs. 58,200"
Motorola Moto G62 64GB,Motorola,Moto G62,64GB,6GB RAM,Used,No,Matara,3 weeks ago,"Rs. 54,800"
Nokia Nokia G21 64GB,Nokia,Nokia G21,64GB,4GB RAM,Like New,No,Badulla,"Dec 24, 2025","Rs. 48,500"
Samsung Galaxy A72 64GB (Warranty),Samsung,Galaxy A72,64GB,6GB RAM,Used,Yes,Anuradhapura,3 weeks ago,"Rs. 184,400"
Motorola Moto G60 64GB (Warranty),Motorola,Moto G60,64GB,4GB RAM,Used,Yes,Monaragala,"Dec 24, 2025","Rs. 55,800"
Other Tecno Pop 5 16GB,Other,Tecno Pop 5,16GB,2GB RAM,Like New,No,Gampaha,"Jan 23, 2026","Rs. 26,800"
Samsung Galaxy M12 256GB (Warranty),Samsung,Galaxy M12,256GB,16GB RAM,Used,Yes,Kandy,6 days ago,"Rs. 176,800"
Xiaomi Mi 11 Lite 64GB (Warranty),Xiaomi,Mi 11 Lite,64GB,6GB RAM,Used,Yes,Kandy,"Jan 23, 2026","Rs. 91,100"
Oppo Oppo A92 128GB,Oppo,Oppo A92,128GB,4GB RAM,Like New,No,Colombo,"Jan 23, 2026","Rs. 38,500"
Apple iPhone 15 128GB,Apple,iPhone 15,128GB,6GB RAM,Used,No,Unknown,Yesterday,"Rs. 376,600"
Xiaomi Redmi Note 12 128GB,Xiaomi,Redmi Note 12,128GB,6GB RAM,Used,No,Anuradhapura,"Nov 24, 2025","Rs. 41,700"
Realme Realme Narzo 50 256GB,Realme,Realme Narzo 50,256GB,8GB RAM,Like New,No,Gampaha,"Feb 22, 2025","Rs. 58,200"
Samsung Galaxy A32 128GB,Samsung,Galaxy A32,128GB,6GB RAM,Like New,No,Vavuniya,"Dec 24, 2025","Rs. 223,800"
Samsung Galaxy A12 512GB (Warranty),Samsung,Galaxy A12,512GB,16GB RAM,Used,Yes,Mullaitivu,"Aug 26, 2025","Rs. 181,100"
Apple iPhone 13 Pro 64GB,Apple,iPhone 13 Pro,64GB,4GB RAM,Used,No,Kegalle,"Jan 23, 2026","Rs. 379,900"
Apple iPhone 12 Pro 256GB,Apple,iPhone 12 Pro,256GB,12GB RAM,New,No,Trincomalee,"Dec 24, 2025","Rs. 371,000"
Apple iPhone 14 64GB (Warranty),Apple,iPhone 14,64GB,8GB RAM,Used,Yes,Colombo,"Dec 24, 2025","Rs. 411,300"
Oppo Oppo F19 64GB,Oppo,Oppo F19,64GB,6GB RAM,Used,No,Trincomalee,"Jan 23, 2026","Rs. 38,700"
Huawei Huawei P30 128GB (Warranty),Huawei,Huawei P30,128GB,6GB RAM,Used,Yes,Jaffna,"Dec 24, 2025","Rs. 180,500"
Nokia Nokia 5.4 64GB (Warranty),Nokia,Nokia 5.4,64GB,4GB RAM,Used,Yes,Matara,"Nov 24, 2025","Rs. 41,600"
Samsung Galaxy A32 64GB (Warranty),Samsung,Galaxy A32,64GB,6GB RAM,New,Yes,Gampaha,"Nov 24, 2025","Rs. 222,100"
Apple iPhone 12 256GB,Apple,iPhone 12,256GB,6GB RAM,Like New,No,Gampaha,3 weeks ago,"Rs. 300,000"
Nokia Nokia 5.4 32GB,Nokia,Nokia 5.4,32GB,2GB RAM,Like New,No,Kandy,"Jan 23, 2026","Rs. 43,400"
Oppo Oppo A16 128GB (Warranty),Oppo,Oppo A16,128GB,4GB RAM,Used,Yes,Anuradhapura,Today,"Rs. 32,500"
Nokia Nokia G20 128GB,Nokia,Nokia G20,128GB,3GB RAM,Like New,No,Anuradhapura,"Aug 26, 2025","Rs. 31,500"
Samsung Galaxy S23 256GB (Warranty),Samsung,Galaxy S23,256GB,8GB RAM,Used,Yes,Ampara,"Dec 24, 2025","Rs. 279,600"
Oppo Oppo A54 64GB,Oppo,Oppo A54,64GB,3GB RAM,Used,No,Gampaha,2 weeks ago,"Rs. 16,900"
Samsung Galaxy M12 128GB,Samsung,Galaxy M12,128GB,8GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 294,400"
Samsung Galaxy A52 64GB,Samsung,Galaxy A52,64GB,6GB RAM,Used,No,Kalutara,1 week ago,"Rs. 228,800"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,6GB RAM,New,No,Gampaha,"Aug 26, 2025","Rs. 66,800"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,3GB RAM,Used,No,Matara,1 week ago,"Rs. 239,400"
Oneplus OnePlus Nord CE 64GB,Oneplus,OnePlus Nord CE,64GB,3GB RAM,Used,No,Badulla,1 week ago,"Rs. 123,600"
Apple iPhone XR 256GB,Apple,iPhone XR,256GB,6GB RAM,Used,No,Hambantota,2 weeks ago,"Rs. 180,500"
Samsung Galaxy S22 64GB (Warranty),Samsung,Galaxy S22,64GB,8GB RAM,Like New,Yes,Gampaha,"Jan 23, 2026","Rs. 60,500"
Other Tecno Spark 8 128GB (Warranty),Other,Tecno Spark 8,128GB,4GB RAM,Used,Yes,Colombo,5 days ago,"Rs. 45,600"
Huawei Huawei P30 Pro 64GB (Warranty),Huawei,Huawei P30 Pro,64GB,4GB RAM,New,Yes,Kandy,2 weeks ago,"Rs. 187,900"
Other Infinix Hot 12 32GB,Other,Infinix Hot 12,32GB,4GB RAM,Used,No,Hambantota,"Feb 22, 2025","Rs. 28,500"
Realme Realme C25 128GB,Realme,Realme C25,128GB,4GB RAM,New,No,Galle,Yesterday,"Rs. 82,600"
Samsung Galaxy M32 64GB (Warranty),Samsung,Galaxy M32,64GB,4GB RAM,Used,Yes,Trincomalee,3 weeks ago,"Rs. 138,300"
Redmi Redmi Note 9 128GB (Warranty),Redmi,Redmi Note 9,128GB,6GB RAM,Used,Yes,Kandy,"Jan 23, 2026","Rs. 21,500"
Redmi Redmi 9C 128GB,Redmi,Redmi 9C,128GB,3GB RAM,New,No,Kandy,"Dec 24, 2025","Rs. 114,200"
Apple iPhone 14 64GB (Warranty),Apple,iPhone 14,64GB,6GB RAM,Used,Yes,Jaffna,"Dec 24, 2025","Rs. 241,100"
Oppo Oppo A74 512GB,Oppo,Oppo A74,512GB,6GB RAM,Used,No,Anuradhapura,1 week ago,"Rs. 93,500"
Apple iPhone X 512GB (Warranty),Apple,iPhone X,512GB,8GB RAM,Like New,Yes,Colombo,"Dec 24, 2025","Rs. 426,400"
Realme Realme 8 128GB (Warranty),Realme,Realme 8,128GB,4GB RAM,Like New,Yes,Gampaha,"Jan 23, 2026","Rs. 94,100"
Oppo Oppo Reno 5 128GB,Oppo,Oppo Reno 5,128GB,4GB RAM,Used,No,Matara,"Dec 24, 2025","Rs. 93,100"
Samsung Galaxy S23 64GB,Samsung,Galaxy S23,64GB,4GB RAM,Used,No,Matara,"Aug 26, 2025","Rs. 129,600"
Samsung Galaxy M12 128GB,Samsung,Galaxy M12,128GB,4GB RAM,Like New,No,Colombo,"Jan 23, 2026","Rs. 369,300"
Apple iPhone 14 64GB,Apple,iPhone 14,64GB,3GB RAM,New,No,Gampaha,1 week ago,"Rs. 457,100"
Apple iPhone 12 Pro 128GB,Apple,iPhone 12 Pro,128GB,6GB RAM,Used,No,Gampaha,"Aug 26, 2025","Rs. 355,300"
Redmi Redmi 12 64GB (Warranty),Redmi,Redmi 12,64GB,4GB RAM,Like New,Yes,Galle,"Nov 24, 2025","Rs. 55,200"
Motorola Moto G30 128GB,Motorola,Moto G30,128GB,4GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 62,000"
Xiaomi Redmi 10C 512GB (Warranty),Xiaomi,Redmi 10C,512GB,16GB RAM,New,Yes,Galle,2 weeks ago,"Rs. 161,700"
Samsung Galaxy S21 64GB (Warranty),Samsung,Galaxy S21,64GB,8GB RAM,Used,Yes,Colombo,Yesterday,"Rs. 294,500"
Huawei Huawei Mate 30 128GB,Huawei,Huawei Mate 30,128GB,6GB RAM,Used,No,Anuradhapura,1 week ago,"Rs. 105,400"
Samsung Galaxy A23 128GB (Warranty),Samsung,Galaxy A23,128GB,4GB RAM,Used,Yes,Gampaha,"Jan 23, 2026","Rs. 133,500"
Samsung Galaxy S23 32GB,Samsung,Galaxy S23,32GB,2GB RAM,Used,No,Gampaha,"Feb 22, 2025","Rs. 143,100"
Xiaomi Redmi Note 10 64GB (Warranty),Xiaomi,Redmi Note 10,64GB,3GB RAM,Like New,Yes,Kurunegala,4 days ago,"Rs. 65,600"
Apple iPhone 11 64GB (Warranty),Apple,iPhone 11,64GB,4GB RAM,Used,Yes,Colombo,"Nov 24, 2025","Rs. 350,500"
Apple iPhone 14 256GB,Apple,iPhone 14,256GB,6GB RAM,Used,No,Colombo,5 days ago,"Rs. 193,100"
Vivo Vivo Y53s 64GB (Warranty),Vivo,Vivo Y53s,64GB,6GB RAM,Used,Yes,Colombo,"Dec 24, 2025","Rs. 97,500"
Realme Realme C25 512GB,Realme,Realme C25,512GB,16GB RAM,Like New,No,Puttalam,Today,"Rs. 40,100"
Samsung Galaxy M12 64GB (Warranty),Samsung,Galaxy M12,64GB,8GB RAM,Used,Yes,Nuwara Eliya,1 week ago,"Rs. 253,800"
Samsung Galaxy A12 128GB (Warranty),Samsung,Galaxy A12,128GB,4GB RAM,Used,Yes,Ampara,3 weeks ago,"Rs. 173,200"
Redmi Redmi 9C 32GB,Redmi,Redmi 9C,32GB,3GB RAM,Used,No,Colombo,2 days ago,"Rs. 21,400"
Xiaomi Redmi 10C 256GB (Warranty),Xiaomi,Redmi 10C,256GB,6GB RAM,Used,Yes,Kalutara,3 weeks ago,"Rs. 62,100"
Xiaomi Redmi Note 11 128GB,Xiaomi,Redmi Note 11,128GB,4GB RAM,Like New,No,Colombo,"Nov 24, 2025","Rs. 52,700"
